city,timestamp,condition,temperature,humidity,visibility,cloudiness
Burnaby,2020-09-01 15:41:40.750786,clouds,22.850000000000023,64,10000,84
Vancouver,2020-09-01 15:41:40.750786,clouds,22.710000000000036,58,10000,67
Richmond,2020-09-01 15:41:40.750786,clouds,21.83000000000004,72,10000,20
